# LAMMPS data file written by OVITO
250 atoms
2 atom types
0.0 16.3549996 xlo xhi
0.0 16.3549996 ylo yhi
0.0 16.3549996 zlo zhi

Atoms # atomic

1 1 0.0 0.0 0.0
2 2 1.6355 1.6355 1.6355
3 2 3.2709999 0.0 0.0
4 2 4.9065 1.6355 1.6355
5 1 6.5419998 0.0 0.0
6 2 8.1774998 1.6355 1.6355
7 1 9.8129998 0.0 0.0
8 2 11.4484997 1.6355 1.6355
9 1 13.0839996 0.0 0.0
10 2 14.7194996 1.6355 1.6355
11 1 0.0 3.2709999 0.0
12 2 1.6355 4.9065 1.6355
13 1 3.2709999 3.2709999 0.0
14 2 4.9065 4.9065 1.6355
15 1 6.5419998 3.2709999 0.0
16 2 8.1774998 4.9065 1.6355
17 1 9.8129998 3.2709999 0.0
18 2 11.4484997 4.9065 1.6355
19 1 13.0839996 3.2709999 0.0
20 2 14.7194996 4.9065 1.6355
21 1 0.0 6.5419998 0.0
22 2 1.6355 8.1774998 1.6355
23 1 3.2709999 6.5419998 0.0
24 2 4.9065 8.1774998 1.6355
25 1 6.5419998 6.5419998 0.0
26 2 8.1774998 8.1774998 1.6355
27 1 9.8129998 6.5419998 0.0
28 2 11.4484997 8.1774998 1.6355
29 1 13.0839996 6.5419998 0.0
30 2 14.7194996 8.1774998 1.6355
31 1 0.0 9.8129998 0.0
32 2 1.6355 11.4484997 1.6355
33 1 3.2709999 9.8129998 0.0
34 2 4.9065 11.4484997 1.6355
35 1 6.5419998 9.8129998 0.0
36 2 8.1774998 11.4484997 1.6355
37 1 9.8129998 9.8129998 0.0
38 2 11.4484997 11.4484997 1.6355
39 2 13.0839996 9.8129998 0.0
40 2 14.7194996 11.4484997 1.6355
41 1 0.0 13.0839996 0.0
42 2 1.6355 14.7194996 1.6355
43 1 3.2709999 13.0839996 0.0
44 2 4.9065 14.7194996 1.6355
45 1 6.5419998 13.0839996 0.0
46 2 8.1774998 14.7194996 1.6355
47 1 9.8129998 13.0839996 0.0
48 2 11.4484997 14.7194996 1.6355
49 1 13.0839996 13.0839996 0.0
50 2 14.7194996 14.7194996 1.6355
51 1 0.0 0.0 3.2709999
