# LAMMPS data file written by OVITO Basic 3.3.5
1470 atoms
2 atom types
-9.695928 12.927904 xlo xhi
-9.695928 12.927904 ylo yhi
-22.446928 33.670392 zlo zhi

Atoms  # atomic

1 1 -9.695928 -9.695928 -18.5666397913
2 1 -8.07994 -8.07994 -20.7154842087
3 1 -8.07994 -8.07994 -12.9549077913
4 1 -9.695928 -9.695928 -15.1037522087
5 2 -9.695928 -9.695928 -22.446928
6 2 -8.07994 -8.07994 -16.835196
7 1 -9.695928 -9.695928 -7.3431757913
8 1 -8.07994 -8.07994 -9.4920202087
9 1 -8.07994 -8.07994 -1.7314437913
10 1 -9.695928 -9.695928 -3.8802882087
11 2 -9.695928 -9.695928 -11.223464
12 2 -8.07994 -8.07994 -5.611732
13 1 -9.695928 -9.695928 3.8802882087
14 1 -8.07994 -8.07994 1.7314437913
15 1 -8.07994 -8.07994 9.4920202087
16 1 -9.695928 -9.695928 7.3431757913
17 2 -9.695928 -9.695928 0.0
18 2 -8.07994 -8.07994 5.611732
19 1 -9.695928 -9.695928 15.1037522087
20 1 -8.07994 -8.07994 12.9549077913
21 1 -8.07994 -8.07994 20.7154842087
22 1 -9.695928 -9.695928 18.5666397913
23 2 -9.695928 -9.695928 11.223464
24 2 -8.07994 -8.07994 16.835196
25 1 -9.695928 -9.695928 26.3272162087
26 1 -8.07994 -8.07994 24.1783717913
27 1 -8.07994 -8.07994 31.9389482087
28 1 -9.695928 -9.695928 29.7901037913
29 2 -9.695928 -9.695928 22.446928
30 2 -8.07994 -8.07994 28.05866
31 1 -9.695928 -6.463952 -18.5666397913
32 1 -8.07994 -4.847964 -20.7154842087
33 1 -8.07994 -4.847964 -12.9549077913
34 1 -9.695928 -6.463952 -15.1037522087
35 2 -9.695928 -6.463952 -22.446928
36 2 -8.07994 -4.847964 -16.835196
37 1 -9.695928 -6.463952 -7.3431757913
38 1 -8.07994 -4.847964 -9.4920202087
39 1 -8.07994 -4.847964 -1.7314437913
40 1 -9.695928 -6.463952 -3.8802882087
41 2 -9.695928 -6.463952 -11.223464
42 2 -8.07994 -4.847964 -5.611732
43 1 -9.695928 -6.463952 3.8802882087
44 1 -8.07994 -4.847964 1.7314437913
45 1 -8.07994 -4.847964 9.4920202087
46 1 -9.695928 -6.463952 7.3431757913
47 2 -9.695928 -6.463952 0.0
48 2 -8.07994 -4.847964 5.611732
49 1 -9.695928 -6.463952 15.1037522087
50 1 -8.07994 -4.847964 12.9549077913
51 1 -8.07994 -4.847964 20.7154842087
52 1 -9.695928 -6.463952 18.5666397913
53 2 -9.695928 -6.463952 11.223464
54 2 -8.07994 -4.847964 16.835196
55 1 -9.695928 -6.463952 26.3272162087
56 1 -8.07994 -4.847964 24.1783717913
57 1 -8.07994 -4.847964 31.9389482087
58 1 -9.695928 -6.463952 29.7901037913
59 2 -9.695928 -6.463952 22.446928
60 2 -8.07994 -4.847964 28.05866
61 1 -9.695928 -3.231976 -18.5666397913
62 1 -8.07994 -1.615988 -20.7154842087
63 1 -8.07994 -1.615988 -12.9549077913
64 1 -9.695928 -3.231976 -15.1037522087
65 2 -9.695928 -3.231976 -22.446928
66 2 -8.07994 -1.615988 -16.835196
67 1 -9.695928 -3.231976 -7.3431757913
68 1 -8.07994 -1.615988 -9.4920202087
69 1 -8.07994 -1.615988 -1.7314437913
70 1 -9.695928 -3.231976 -3.8802882087
71 2 -9.695928 -3.231976 -11.223464
72 2 -8.07994 -1.615988 -5.611732
73 1 -9.695928 -3.231976 3.8802882087
74 1 -8.07994 -1.615988 1.7314437913
75 1 -8.07994 -1.615988 9.4920202087
76 1 -9.695928 -3.231976 7.3431757913
77 2 -9.695928 -3.231976 0.0
78 2 -8.07994 -1.615988 5.611732
79 1 -9.695928 -3.231976 15.1037522087
80 1 -8.07994 -1.615988 12.9549077913
81 1 -8.07994 -1.615988 20.7154842087
82 1 -9.695928 -3.231976 18.5666397913
83 2 -9.695928 -3.231976 11.223464
84 2 -8.07994 -1.615988 16.835196
85 1 -9.695928 -3.231976 26.3272162087
86 1 -8.07994 -1.615988 24.1783717913
87 1 -8.07994 -1.615988 31.9389482087
88 1 -9.695928 -3.231976 29.7901037913
89 2 -9.695928 -3.231976 22.446928
90 2 -8.07994 -1.615988 28.05866
91 1 -9.695928 0.0 -18.5666397913
92 1 -8.07994 1.615988 -20.7154842087
93 1 -8.07994 1.615988 -12.9549077913
94 1 -9.695928 0.0 -15.1037522087
95 2 -9.695928 0.0 -22.446928
96 2 -8.07994 1.615988 -16.835196
97 1 -9.695928 0.0 -7.3431757913
98 1 -8.07994 1.615988 -9.4920202087
99 1 -8.07994 1.615988 -1.7314437913
100 1 -9.695928 0.0 -3.8802882087
101 2 -9.695928 0.0 -11.223464
102 2 -8.07994 1.615988 -5.611732
103 1 -9.695928 0.0 3.8802882087
104 1 -8.07994 1.615988 1.7314437913
105 1 -8.07994 1.615988 9.4920202087
106 1 -9.695928 0.0 7.3431757913
107 2 -9.695928 0.0 0.0
108 2 -8.07994 1.615988 5.611732
109 1 -9.695928 0.0 15.1037522087
110 1 -8.07994 1.615988 12.9549077913
111 1 -8.07994 1.615988 20.7154842087
112 1 -9.695928 0.0 18.5666397913
113 2 -9.695928 0.0 11.223464
114 2 -8.07994 1.615988 16.835196
115 1 -9.695928 0.0 26.3272162087
116 1 -8.07994 1.615988 24.1783717913
117 1 -8.07994 1.615988 31.9389482087
118 1 -9.695928 0.0 29.7901037913
119 2 -9.695928 0.0 22.446928
120 2 -8.07994 1.615988 28.05866
121 1 -9.695928 3.231976 -18.5666397913
122 1 -8.07994 4.847964 -20.7154842087
123 1 -8.07994 4.847964 -12.9549077913
124 1 -9.695928 3.231976 -15.1037522087
125 2 -9.695928 3.231976 -22.446928
126 2 -8.07994 4.847964 -16.835196
127 1 -9.695928 3.231976 -7.3431757913
128 1 -8.07994 4.847964 -9.4920202087
129 1 -8.07994 4.847964 -1.7314437913
130 1 -9.695928 3.231976 -3.8802882087
131 2 -9.695928 3.231976 -11.223464
132 2 -8.07994 4.847964 -5.611732
133 1 -9.695928 3.231976 3.8802882087
134 1 -8.07994 4.847964 1.7314437913
135 1 -8.07994 4.847964 9.4920202087
136 1 -9.695928 3.231976 7.3431757913
137 2 -9.695928 3.231976 0.0
138 2 -8.07994 4.847964 5.611732
139 1 -9.695928 3.231976 15.1037522087
140 1 -8.07994 4.847964 12.9549077913
141 1 -8.07994 4.847964 20.7154842087
142 1 -9.695928 3.231976 18.5666397913
143 2 -9.695928 3.231976 11.223464
144 2 -8.07994 4.847964 16.835196
145 1 -9.695928 3.231976 26.3272162087
146 1 -8.07994 4.847964 24.1783717913
147 1 -8.07994 4.847964 31.9389482087
148 1 -9.695928 3.231976 29.7901037913
149 2 -9.695928 3.231976 22.446928
150 2 -8.07994 4.847964 28.05866
151 1 -9.695928 6.463952 -18.5666397913
152 1 -8.07994 8.07994 -20.7154842087
153 1 -8.07994 8.07994 -12.9549077913
154 1 -9.695928 6.463952 -15.1037522087
155 2 -9.695928 6.463952 -22.446928
156 2 -8.07994 8.07994 -16.835196
